"id","company_name","crunchbase_description","pitchbook_description","categories","top_node_id"
NULL,"24COMS","24COMS is a secure Mobile First intuitive platform for successful business communications with a wide range of solutions beyond messaging.",NULL,NULL,7
NULL,"29West","29West provides high-performance, low-latency messaging solutions for financial institutions worldwide.","Provider of high-performance, low-latency messaging solutions for financial institutions worldwide. The company offers Ultra-Messaging, a low latency IP-based communication platform between numbers of cooperating computers in financial eco-systems. Its Ultra-Messaging product suite includes Latency Busters Messaging (LBM), a streaming messaging system targeted specifically at high-performance market data applications; and Ultra Messaging for the Enterprise (UME), a messaging platform that leverages the LBM API and provides support for durable subscriptions, delivery confirmation, and persistent messaging.",NULL,7
NULL,"2ergo","2ergo provides mobile marketing, CRM, entertainment and messaging services.",NULL,NULL,7
NULL,"2mee","WE ARE HUMAN MESSAGING - NATURALLY SMARTER COMMUNICATIONS","Provider of technologies for mobile application development. The company's technology offers application in sectors such as sport, entertainment, education and for FMCG brand communications.",NULL,7
NULL,"2sms","2sms provides business text messaging services for small, medium, enterprise, and government businesses.",NULL,NULL,7
NULL,"4PIA, Inc.","4PIA is a Enterprise Application Software, data-learning & target video messaging company, currently focused in the political space",NULL,NULL,7
NULL,"4talk Global","4talk is a unique cloud messaging service",NULL,NULL,7
NULL,"8 Interactive","8 Interactive is a startup that providing customer service messaging solutions .",NULL,NULL,7
NULL,"@once","@once provides businesses with email marketing solutions, and builds and implements e-messaging campaigns.",NULL,NULL,7
NULL,"@Road","@Road offers an internet-based service for vehicle management that provides location, reporting, dispatch, and messaging services.","Provides location-specific e-commerce services. The company offers positioning system technology, wireless communications and the internet to enable companies to efficiently manage their mobile resources with location-relevant and time-sensitive information.",NULL,7
NULL,"A & R Partners","A&R Partners, Inc. operates as a public relations company. The company offers strategic positioning, and messaging and research programs.",NULL,NULL,7
NULL,"A+ Network","A+ Network is a provider of paging, voicemail, cellular telephone and telemessaging services in the Southeastern United States.",NULL,NULL,7
NULL,"Abaca Technology Corporation","Abaca Technology Corp. develops and markets email protection and messaging security solutions",NULL,NULL,7
NULL,"Abaq.us","Abaq.us provides a network-assisted location and messaging platform for business applications.",NULL,NULL,7
NULL,"Ably Realtime","Simply better realtime messaging - a data stream network that makes it easy to add realtime messaging and streaming data to applications",NULL,NULL,7
NULL,"Accelereach","Accelereach, an online platform, helps health and wellness professionals manage and engage their clients by using a text messaging system.","Provider of a communication platform for health professionals. The company provides an online platform which allows health and wellness professionals and their clients to interact through text messages.",NULL,7
NULL,"Acision","Acision is a mobile communications network infrastructure company specializing in messaging and charging systems.","Provider of mobile data technology services. The company is a privately held mobile communications network infrastructure company specializing in messaging and charging systems that enable services such as short message service, multimedia messaging service, mobile Internet browsing and voicemail.",NULL,7
NULL,"ACL Mobile Limited","ACL provides multi-channel mobile messaging solutions.",NULL,NULL,7
NULL,"Active Communications","Active Communications is provider of unified communications and messaging solutions.",NULL,NULL,7
NULL,"Active911","Active911 is a digital messaging system that delivers alarms, maps, and other critical information instantly to first responders.",NULL,NULL,7
NULL,"Actuare","Actuare provides secure, dependable messaging solutions to banks and the financial services community.",NULL,NULL,7
NULL,"Ad-Lib Digital","Ad-Lib  is a creative technology company helping advertisers deliver relevant personalised messaging in digital marketing campaigns.",NULL,NULL,7
NULL,"Adcuratio","Bringing Individual messaging to Cable and Broadcast TV",NULL,NULL,7
NULL,"Adium","Adium is a free instant messaging application for Mac OS X that can connect to AIM, MSN, Jabber, Yahoo, IRC, Twitter, and more.",NULL,NULL,7
NULL,"Adomo","Adomo provides messaging solutions that can be integrated into telephony and data networks of enterprises.","Provider of messaging technology. The company offers pre-installation project management, implementation and custom speech tuning and voice applications services.",NULL,7
NULL,"Advanced Planet","Advanced Planet is a commercial messaging app.",NULL,NULL,7
NULL,"Affinium","Affinium is a messaging platform for hotels to interact with guests in their smartphones without installing an app.",NULL,NULL,7
NULL,"Affordable Healing Hands","Affordable Healing Hands provides health and well being by the miracles of messaging.",NULL,NULL,7
NULL,"Agent Inbox","Agent Inbox is the world's leading real estate messaging platform",NULL,NULL,7
NULL,"Agile Telecom","Agile Telecom S.p.A., located in north Italy, provides worldwide messaging solutions.","Provider of text messaging services. The company operates a website that offers bulk messaging, short message service, mobile marketing and related services to recruitment agencies, radio stations, real estate enterprises, dentists, nursing agencies and related small and medium scale enterprises.",NULL,7
NULL,"Aicent","Aicent provides data network services and solutions for mobile operators, and operates integrated mobile messaging services.","Provider of data network, messaging and roaming services. The company provides its services to telecom network operators.",NULL,7
NULL,"AirKitty","AirKitty is a peer-to-peer airtime-swapping and mobile messaging application.",NULL,NULL,7
NULL,"AirSpaceOne","AirSpaceOne is an information technology company that focuses on messaging solutions.",NULL,NULL,7
NULL,"Airwide Solutions","Airwide Solutions offers mobile messaging and wireless internet infrastructure, applications and solutions to mobile operators.","Provider of mobile infrastructure software. The company's software enable mobile communications for wireless operators worldwide.",NULL,7
NULL,"Airy","Customer Messaging for Businesses",NULL,NULL,7
NULL,"Akonix Systems","Akonix Systems provides messaging solutions and risk management tools for instant messaging compliance and application integration.","Developer of software services used for instant messaging management security. The company also provides risk management products.",NULL,7
NULL,"Akuacom","Akuacom provides technology and services for Automated Demand Response (Auto-DR). Akuacom's open and interoperable Smart Grid messaging","Provider of automated demand response technology and services. The company develops Akuacom Demand Response Automation Server which provides utilities and independent system operators (ISOs) two-way communication with energy management systems at commercial and industrial sites.",NULL,7
NULL,"Alert Solutions","Alert Solutions, a leading provider of cloud-based multi-channel messaging and communication solutions.","Provider of email, voice, SMS, and fax-hosted messaging solutions to small and medium sized enterprises. The company provides cloud-based multi-channel messaging technology and communication solutions for customers in education (K-12 and higher-ed), healthcare and property management, leveraging its robust platform of email, voice broadcasting, fax and SMS text messaging.",NULL,7
NULL,"Alinto","Alinto provides messaging groupware and electronic communication solutions.","Developer of a cloud based email software. The company offers a unified cloud email service that provides direct access to mail, calendar, contacts and files and offers unification, mobility, PIM tool, security and diffusor services that enables users to create a free email account.",NULL,7
NULL,"Alzwad Mobile Services","Alzwad Mobile Services offers news, music, videos, ecommerce, and a proprietary messaging service.","Provider of a mobile publishing platform. The company provides an infotainment and communications platform enabling content and mobile application developers to reach mobile users across the Middle East.",NULL,7
NULL,"American Messaging","American Messaging is a telecommunications company offering critical messaging services.",NULL,NULL,7
NULL,"Amio.io","We help to add messaging capabilities to your company or software you build.",NULL,NULL,7
NULL,"Chatous","Chatous builds consumer products. Our flagship product is Kiwi, a social q&a app that lets you ask interesting questions to your friends.","Provider of an online messaging platform. The company's digital platform offers mobile social engagement services and connects users with shared interests.",NULL,7
NULL,"Instagram","Instagram is a free photo sharing application that enables its users to take photos, apply filters, and share them on social networks.","Provider of an online photograph sharing application. The company provides a free photo sharing application that allows users to take photos, apply a filter and share it on the service or a variety of other social networking services, including Facebook, Twitter, Foursquare, Tumblr, Flickr and Posterous. Its application is compatible with any iPhone, iPad or iPod Touch running iOS 3.1.2 or above or any Android device running Android 2.2 or above.",NULL,7
NULL,"Facebook","Facebook is an online social networking service that enables its users to connect with friends and family.",NULL,NULL,7
NULL,"Slack","Slack is an enterprise software platform that allows teams and businesses of all sizes to communicate effectively.","Provider of an online workplace communications platform designed to help people communicate better within the organization. The company's platform offers a suite of business tools for sharing messages, tools and files all in a single place, enabling teams to improve communication and help companies get around email overload.",NULL,7
NULL,"Bumble","Bumble is a app to bring dating, friend-finding, and career-building into a single social networking platform.","Developer of a location-based dating application intended to find local people and friends online. The company's platform features female-first contact option so that females can approach males first, enabling females to find local people for dating and friendship in a hassle-free and safe manner.",NULL,7
NULL,"11Beep","11Beep is an ephemeral and anonymous social network.",NULL,NULL,7
NULL,"Exchangle","Exchangle is the world's first social network for link exchanges, the place where people come to connect, discover, and exchange links!",NULL,NULL,7
NULL,"A.W. Hutchison & Associates","A.W. Hutchison & Associates LLC provides construction management and dispute resolution services.",NULL,NULL,8
